ENS ID,Transcript length (including UTRs and CDS),Chromosome,HGNC symbol
ENSG00000271955,0.478,2,
ENSG00000285673,1.65,2,
ENSG00000270447,0.235,2,
ENSG00000233891,0.394,2,
ENSG00000222030,2.036,2,LINC01793
ENSG00000233723,0.675,2,LINC01122
ENSG00000231043,1.741,2,
ENSG00000236549,0.455,2,RPS27AP7
ENSG00000116062,2.219,2,MSH6
ENSG00000143952,4.337,2,VPS54
ENSG00000228590,5.176,2,
ENSG00000224443,0.395,2,
ENSG00000224058,0.634,2,
ENSG00000233230,0.44,2,
ENSG00000138081,0.572,2,FBXO11
ENSG00000055917,6.112,2,PUM2
ENSG00000235369,0.266,2,RPL36AP15
ENSG00000229593,1.357,2,SUCLA2P3
ENSG00000084710,5.162,2,EFR3B
ENSG00000228079,0.56,2,
ENSG00000225889,0.552,2,
ENSG00000232800,1.363,2,SLC7A15P
ENSG00000143878,2.372,2,RHOB
ENSG00000230923,3.307,2,LINC00309
ENSG00000228950,0.308,2,
ENSG00000270354,0.219,2,
ENSG00000227047,0.686,2,
ENSG00000197329,3.716,2,PELI1
ENSG00000279307,0.51,2,
ENSG00000269976,0.439,2,
ENSG00000231948,0.6,2,HS1BP3-IT1
ENSG00000233416,0.375,2,
ENSG00000118960,0.841,2,HS1BP3
ENSG00000228414,0.554,2,LINC01185
ENSG00000237024,0.484,2,RPL21P33
ENSG00000162924,11.255,2,REL
ENSG00000267520,5.702,2,
ENSG00000233953,0.432,2,
ENSG00000119866,3.388,2,BCL11A
ENSG00000143869,9.267,2,GDF7
ENSG00000270100,0.679,2,
ENSG00000237522,1.231,2,NONOP2
ENSG00000232713,0.401,2,
ENSG00000115138,1.426,2,POMC
ENSG00000232056,0.389,2,
ENSG00000270488,0.277,2,
ENSG00000271952,0.461,2,LINC01954
ENSG00000271134,0.372,2,
ENSG00000213495,0.437,2,
ENSG00000271707,0.821,2,ATP1B3P1
ENSG00000162975,2.292,2,KCNF1
ENSG00000226080,0.856,2,
ENSG00000145063,1.422,2,
ENSG00000162927,6.366,2,PUS10
ENSG00000118961,1.895,2,LDAH
ENSG00000162928,1.533,2,PEX13
ENSG00000150873,2.684,2,C2orf50
ENSG00000238012,0.289,2,
ENSG00000238201,0.404,2,
ENSG00000236148,0.549,2,RPL23AP37
ENSG00000236436,1.498,2,
ENSG00000261012,1.605,2,
ENSG00000162976,0.565,2,PQLC3
ENSG00000223935,0.723,2,LGALSL-DT
ENSG00000237217,0.429,2,
ENSG00000119862,0.607,2,LGALSL
ENSG00000115944,0.516,2,COX7A2L
ENSG00000157087,8.779,3,ATP2B2
ENSG00000164078,4.772,3,MST1R
ENSG00000157500,2.821,3,APPL1
ENSG00000164077,3.905,3,MON1A
ENSG00000269391,0.445,3,
ENSG00000228008,0.422,3,
ENSG00000230698,0.544,3,
ENSG00000239388,3.179,3,ASB14
ENSG00000160145,0.804,3,KALRN
ENSG00000114854,0.714,3,TNNC1
ENSG00000114270,0.651,3,COL7A1
ENSG00000228242,1.067,3,
ENSG00000233570,1.365,3,LINC00690
ENSG00000172936,2.85,3,MYD88
ENSG00000154767,3.832,3,XPC
ENSG00000223587,0.59,3,LINC01986
ENSG00000164047,0.745,3,CAMP
ENSG00000270141,0.541,3,TERC
ENSG00000224918,0.399,3,
ENSG00000184378,1.671,3,ACTRT3
ENSG00000268279,0.653,3,
ENSG00000269889,0.843,3,
ENSG00000170860,3.359,3,LSM3
ENSG00000224771,0.507,3,ATP2B2-IT2
ENSG00000236999,0.472,3,ATP2B2-IT1
ENSG00000170876,3.341,3,TMEM43
ENSG00000134121,7.856,3,CHL1
ENSG00000240622,0.712,3,RPL7P15
ENSG00000068028,1.757,3,RASSF1
ENSG00000260391,2.538,3,
ENSG00000280422,2.054,3,
ENSG00000180611,3.063,3,MB21D2
ENSG00000223803,0.36,3,RPS20P14
ENSG00000272182,0.561,3,
ENSG00000168291,1.507,3,PDHB
ENSG00000085274,4.999,3,MYNN
ENSG00000233565,0.468,3,
ENSG00000145016,6.955,3,RUBCN
ENSG00000164048,3.367,3,ZNF589
ENSG00000090402,6.012,3,SI
ENSG00000281358,0.79,3,RASSF1-AS1
ENSG00000272762,0.547,3,
ENSG00000229759,0.589,3,MRPS18AP1
ENSG00000228638,0.583,3,FCF1P2
ENSG00000090097,2.015,3,PCBP4
ENSG00000172113,4.776,3,NME6
ENSG00000269984,3.143,3,
ENSG00000242244,0.41,3,ATP5MC1P3
ENSG00000244578,3.538,3,LINC01391
ENSG00000224318,0.508,3,CHL1-AS2
ENSG00000122068,0.718,3,FYTTD1
ENSG00000184100,1.944,3,BRD7P2
ENSG00000242107,0.74,3,LINC01100
ENSG00000168811,1.444,3,IL12A
ENSG00000231660,0.609,3,RPS8P6
ENSG00000234661,0.913,3,CHL1-AS1
ENSG00000260670,2.977,3,
ENSG00000244040,5.871,3,IL12A-AS1
ENSG00000236229,1.541,3,VEZF1P1
ENSG00000232130,0.526,3,
ENSG00000183770,2.914,3,FOXL2
ENSG00000206262,0.974,3,FOXL2NB
ENSG00000163602,7.215,3,RYBP
ENSG00000092345,3.104,3,DAZL
ENSG00000156959,4.9,3,LHFPL4
ENSG00000235338,1.033,3,DUSP5P2
ENSG00000114786,1.188,3,ABHD14A-ACY1
ENSG00000236297,0.602,3,
ENSG00000127249,1.458,3,ATP13A4
ENSG00000224618,0.375,3,
ENSG00000163513,4.621,3,TGFBR2
ENSG00000270096,1.252,3,
ENSG00000270135,0.472,3,
ENSG00000224039,1.458,3,CDYLP1
ENSG00000229271,0.411,3,
ENSG00000171757,1.718,3,LRRC34
ENSG00000225473,0.394,3,ATP13A4-AS1
ENSG00000127252,1.066,3,HRASLS
ENSG00000236508,0.476,3,ATP13A5-AS1
ENSG00000187527,4.027,3,ATP13A5
ENSG00000248487,0.802,3,ABHD14A
ENSG00000114779,2.056,3,ABHD14B
ENSG00000010322,5.173,3,NISCH
ENSG00000244345,0.866,3,
ENSG00000243989,1.422,3,ACY1
ENSG00000272360,0.462,3,
ENSG00000239568,0.166,3,
ENSG00000235058,0.25,3,ZMYND10-AS1
ENSG00000004838,0.676,3,ZMYND10
ENSG00000241537,0.933,3,
ENSG00000144736,4.024,3,SHQ1
ENSG00000073849,4.604,3,ST6GAL1
ENSG00000173402,0.561,3,DAG1
ENSG00000232455,0.575,3,LARS2-AS1
ENSG00000011376,10.17,3,LARS2
ENSG00000168301,1.555,3,KCTD6
ENSG00000187098,4.814,3,MITF
ENSG00000154822,1.031,3,PLCL2
ENSG00000226441,0.311,3,PLCL2-AS1
ENSG00000239205,1.948,3,LINC02023
ENSG00000121871,4.937,3,SLITRK3
ENSG00000180929,2.119,3,GPR62
ENSG00000261758,3.151,3,
ENSG00000242968,0.709,3,
ENSG00000168917,2.837,3,SLC35G2
ENSG00000226913,2.603,3,BSN-DT
ENSG00000273486,1.684,3,
ENSG00000239213,1.194,3,NCK1-DT
ENSG00000272656,0.348,3,
ENSG00000206260,0.801,3,PRR23A
ENSG00000184814,1.896,3,PRR23B
ENSG00000175110,1.547,3,MRPS22
ENSG00000114491,6.652,3,UMPS
ENSG00000172037,0.689,3,LAMB2
ENSG00000281473,0.531,3,PISRT1
ENSG00000233701,2.791,3,PRR23C
ENSG00000232416,3.522,3,BPESC1
ENSG00000241158,0.844,3,ADAMTS9-AS1
ENSG00000188306,1.827,3,LRRIQ4
ENSG00000184432,0.433,3,COPB2
ENSG00000163638,7.624,3,ADAMTS9
ENSG00000235120,0.461,3,BSN-AS1
ENSG00000164061,15.971,3,BSN
ENSG00000244128,0.577,3,LINC01322
ENSG00000174640,8.774,3,SLCO2A1
ENSG00000114200,2.405,3,BCHE
ENSG00000242199,0.337,3,
ENSG00000251137,0.724,3,RPL7L1P7
ENSG00000114248,2.52,3,LRRC31
ENSG00000241684,3.691,3,ADAMTS9-AS2
ENSG00000182568,7.822,3,SATB1
ENSG00000240128,1.281,3,KRT18P43
ENSG00000270441,1.799,3,
ENSG00000177352,1.791,3,CCDC71
ENSG00000236570,1.227,3,RAD23BP1
ENSG00000274840,0.307,3,
ENSG00000214286,0.715,3,PDCL3P3
ENSG00000285731,1.36,3,
ENSG00000213383,0.87,3,
ENSG00000226238,0.458,3,
ENSG00000227309,0.361,3,
ENSG00000131374,7.854,3,TBC1D5
ENSG00000244039,1.232,3,
ENSG00000187033,2.399,3,SAMD7
ENSG00000239219,0.5,3,
ENSG00000240373,0.346,3,SEC62-AS1
ENSG00000244193,0.768,3,
ENSG00000008952,0.363,3,SEC62
ENSG00000236722,0.367,3,
ENSG00000168306,0.642,3,ACOX2
ENSG00000158092,1.937,3,NCK1
ENSG00000214283,1.001,3,RAD51AP1P1
ENSG00000174564,0.427,3,IL20RB
ENSG00000233133,0.176,3,
ENSG00000272477,0.956,3,
ENSG00000228956,0.737,3,SATB1-AS1
ENSG00000249407,0.562,3,IL20RB-AS1
ENSG00000239831,0.342,3,RNF7P1
ENSG00000237186,0.623,3,
ENSG00000174844,12.146,3,DNAH12
ENSG00000185909,1.972,3,KLHDC8B
ENSG00000172939,0.471,3,OXSR1
ENSG00000231780,0.306,3,
ENSG00000163923,0.653,3,RPL39L
ENSG00000175077,2.217,3,RTP1
ENSG00000198491,2.674,3,
ENSG00000230530,1.536,3,LIMD1-AS1
ENSG00000211456,0.571,3,SACM1L
ENSG00000243832,0.64,3,LINC02000
ENSG00000163719,2.368,3,MTMR14
ENSG00000240135,1.366,3,PSMD12P
ENSG00000271266,0.446,3,LAPTM4BP2
ENSG00000184203,3.386,3,PPP1R2
ENSG00000273375,0.67,3,
ENSG00000255423,1.679,3,EBLN2
ENSG00000163605,4.984,3,PPP4R2
ENSG00000242960,0.55,3,FTH1P23
ENSG00000172986,3.26,3,GXYLT2
ENSG00000261468,1.916,3,
ENSG00000226567,2.869,3,LINC00606
ENSG00000230599,0.452,3,
ENSG00000231845,0.599,3,HMGB3P14
ENSG00000163785,1.258,3,RYK
ENSG00000144791,0.676,3,LIMD1
ENSG00000240006,0.294,3,LINC02004
ENSG00000144644,3.759,3,GADL1
ENSG00000260633,1.946,3,
ENSG00000114019,4.488,3,AMOTL2
ENSG00000243384,0.35,3,
ENSG00000168309,2.994,3,FAM107A
ENSG00000214289,0.449,3,RPL39P5
ENSG00000242178,0.35,3,MTND4P17
ENSG00000240084,0.291,3,MTND4LP10
ENSG00000240824,0.343,3,MTND3P7
ENSG00000242456,0.766,3,MTCO3P38
ENSG00000242326,0.508,3,MCUR1P2
ENSG00000244383,0.821,3,FAM3D-AS1
ENSG00000198643,1.245,3,FAM3D
ENSG00000132164,4.249,3,SLC6A11
ENSG00000271137,0.884,3,
ENSG00000114902,0.822,3,SPCS1
ENSG00000223711,0.299,3,
ENSG00000236844,0.474,3,
ENSG00000244429,0.598,3,
ENSG00000236425,0.366,3,
ENSG00000244321,0.755,3,LINC01326
ENSG00000274149,0.268,3,
ENSG00000224962,0.526,3,PSAT1P4
ENSG00000240458,0.153,3,
ENSG00000231516,0.559,3,CBX1P5
ENSG00000240033,0.789,3,
ENSG00000163938,0.547,3,GNL3
ENSG00000239227,0.167,3,
ENSG00000198590,1.528,3,C3orf35
ENSG00000280042,1.986,3,
ENSG00000082781,4.44,3,ITGB5
ENSG00000220343,0.49,3,PPIAP74
ENSG00000275956,1.321,3,
ENSG00000114904,6.053,3,NEK4
ENSG00000168273,0.314,3,SMIM4
ENSG00000243886,0.571,3,
ENSG00000242070,0.602,3,NPM1P17
ENSG00000243986,1.224,3,ENO1P3
ENSG00000244286,0.46,3,ITGB5-AS1
ENSG00000168875,2.055,3,SOX14
ENSG00000163939,7.523,3,PBRM1
ENSG00000213854,0.9,3,CNN2P6
ENSG00000230111,0.4,3,
ENSG00000235482,0.791,3,RPL21P135
ENSG00000144668,2.282,3,ITGA9
ENSG00000227339,2.786,3,THRAP3P1
ENSG00000189058,0.862,3,APOD
ENSG00000172940,2.555,3,SLC22A13
ENSG00000182921,0.791,3,CCDC75P1
ENSG00000239513,1.288,3,LINC01210
ENSG00000237982,0.485,3,
ENSG00000224769,1.68,3,MUC20P1
ENSG00000236411,0.525,3,NDUFAF4P3
ENSG00000235257,0.726,3,ITGA9-AS1
ENSG00000282206,0.136,3,
ENSG00000003756,3.188,3,RBM5
ENSG00000278934,3.217,3,
ENSG00000239677,0.774,3,PDZRN3-AS1
ENSG00000255021,0.613,3,
ENSG00000121440,2.08,3,PDZRN3
ENSG00000163704,3.368,3,PRRT3
ENSG00000269894,0.553,3,
ENSG00000163703,1.728,3,CRELD1
ENSG00000236980,0.706,3,C3orf84
ENSG00000001617,0.936,3,SEMA3F
ENSG00000230082,0.614,3,PRRT3-AS1
ENSG00000163527,1.888,3,STT3B
ENSG00000271858,0.59,3,
ENSG00000281691,1.386,3,RBM5-AS1
ENSG00000235016,2.755,3,SEMA3F-AS1
ENSG00000004534,2.26,3,RBM6
ENSG00000126062,2.107,3,TMEM115
ENSG00000114395,1.319,3,CYB561D2
ENSG00000114388,1.643,3,NPRL2
ENSG00000144671,0.523,3,SLC22A14
ENSG00000261146,4.706,3,
ENSG00000241478,1.943,3,HSPA8P9
ENSG00000242583,0.708,3,
ENSG00000173890,1.962,3,GPR160
ENSG00000238075,0.526,3,RPSAP32
ENSG00000224957,3.948,3,LINC01266
ENSG00000224239,0.497,3,
ENSG00000235158,3.699,3,
ENSG00000007402,5.329,3,CACNA2D2
ENSG00000270941,0.279,3,
ENSG00000168268,0.67,3,NT5DC2
ENSG00000243149,0.556,3,LINC02040
ENSG00000114113,0.694,3,RBP2
ENSG00000271662,1.07,3,
ENSG00000229178,1.684,3,
ENSG00000178631,1.129,3,ACTG1P1
ENSG00000248932,0.602,3,
ENSG00000066405,3.434,3,CLDN18
ENSG00000214280,0.666,3,
ENSG00000114115,0.462,3,RBP1
ENSG00000174840,3.04,3,PDE12
ENSG00000259970,0.423,3,
ENSG00000173531,0.667,3,MST1
ENSG00000248790,0.273,3,
ENSG00000163864,2.454,3,NMNAT3
ENSG00000272609,0.474,3,
ENSG00000016864,1.849,3,GLT8D1
ENSG00000240668,1.44,3,KRT8P36
ENSG00000158163,3.492,3,DZIP1L
ENSG00000164062,2.879,3,APEH
ENSG00000010327,7.928,3,STAB1
ENSG00000173702,2.879,3,MUC13
ENSG00000072858,5.08,3,SIDT1
ENSG00000230123,0.576,3,DLEC1P1
ENSG00000239453,0.465,3,SIDT1-AS1
ENSG00000010256,0.955,3,UQCRC1
ENSG00000251576,2.284,3,LINC01267
ENSG00000173706,9.195,3,HEG1
ENSG00000169064,3.25,3,ZBBX
ENSG00000168374,1.596,3,ARF4
ENSG00000272146,0.327,3,ARF4-AS1
ENSG00000227523,0.311,3,RPS20P15
ENSG00000033867,6.447,3,SLC4A7
ENSG00000272104,0.408,3,
ENSG00000270538,0.136,3,
ENSG00000173421,2.613,3,CCDC36
ENSG00000225399,1.232,3,
ENSG00000176542,2.133,3,USF3
ENSG00000180385,0.559,3,EMC3-AS1
ENSG00000186162,1.794,3,CIDECP1
ENSG00000114316,3.222,3,USP4
ENSG00000125037,2.777,3,EMC3
ENSG00000118017,1.771,3,A4GNT
ENSG00000221955,2.831,3,SLC12A8
ENSG00000232901,0.294,3,CYCSP10
ENSG00000229217,0.315,3,CYCSP11
ENSG00000269982,3.823,3,
ENSG00000206567,1.897,3,
ENSG00000163705,0.419,3,FANCD2OS
ENSG00000144554,5.219,3,FANCD2
ENSG00000241669,0.535,3,LINC01327
ENSG00000232563,0.276,3,CRB3P1
ENSG00000134115,4.065,3,CNTN6
ENSG00000242364,0.409,3,
ENSG00000242741,0.782,3,LINC02005
ENSG00000176945,5.053,3,MUC20
ENSG00000239454,1.371,3,LINC02047
ENSG00000223738,2.205,3,
ENSG00000213452,0.934,3,AKR1B1P2
ENSG00000239801,0.364,3,DENND6A-AS1
ENSG00000174839,4.646,3,DENND6A
ENSG00000215837,2.001,3,SDHAP2
ENSG00000283426,0.416,3,SMBD1P
ENSG00000242086,1.279,3,MUC20-OT1
ENSG00000188315,3.33,3,C3orf62
ENSG00000113805,4.948,3,CNTN3
ENSG00000114204,1.837,3,SERPINI2
ENSG00000138231,2.666,3,DBR1
ENSG00000174776,2.594,3,WDR49
ENSG00000198585,6.108,3,NUDT16
ENSG00000183396,0.662,3,TMEM89
ENSG00000261167,3.473,3,
ENSG00000241022,1.083,3,NIPA2P2
ENSG00000213300,1.006,3,HNRNPA3P6
ENSG00000163689,0.461,3,C3orf67
ENSG00000228868,1.58,3,MYLKP1
ENSG00000243674,0.955,3,OR7E66P
ENSG00000179799,1.154,3,OR7E22P
ENSG00000242428,0.57,3,C3orf67-AS1
ENSG00000121579,6.112,3,NAA50
ENSG00000144677,4.64,3,CTDSPL
ENSG00000239280,0.432,3,
ENSG00000234136,0.473,3,
ENSG00000186001,0.611,3,LRCH3
ENSG00000279017,1.025,3,
ENSG00000144550,2.042,3,CPNE9
ENSG00000230655,0.895,3,OR7E55P
ENSG00000131389,0.565,3,SLC6A6
ENSG00000244699,0.369,3,
ENSG00000240665,0.133,3,LSP1P2
ENSG00000242953,0.133,3,
ENSG00000238278,0.758,3,ALG1L6P
ENSG00000244026,2.152,3,FAM86DP
ENSG00000234742,0.555,3,
ENSG00000225697,2.63,3,SLC26A6
ENSG00000144596,7.724,3,GRIP2
ENSG00000241933,2.919,3,DENND6A-DT
ENSG00000093217,1.666,3,XYLB
ENSG00000244226,1.168,3,ILF2P1
ENSG00000151276,7.415,3,MAGI1
ENSG00000184423,0.469,3,RPL23AP38
ENSG00000213672,2.925,3,NCKIPSD
ENSG00000144645,6.6,3,OSBPL10
ENSG00000214074,0.405,3,RPL23AP39
ENSG00000223965,1.386,3,ZNF587P1
ENSG00000251590,0.834,3,NIFKP7
ENSG00000197385,0.56,3,ZNF860
ENSG00000235670,0.483,3,RPL21P40
ENSG00000232490,0.411,3,OSBPL10-AS1
ENSG00000008300,11.933,3,CELSR3
ENSG00000248377,0.298,3,HMGN1P9
ENSG00000173889,0.913,3,PHC3
ENSG00000214288,0.607,3,HMGB3P13
ENSG00000228350,0.196,3,LINC02585
ENSG00000271973,0.279,3,
ENSG00000163817,5.247,3,SLC6A20
ENSG00000240175,0.591,3,MAGI1-AS1
ENSG00000223409,0.557,3,RPL17P17
ENSG00000203647,0.431,3,
ENSG00000270059,0.45,3,
ENSG00000272610,2.567,3,MAGI1-IT1
ENSG00000239959,0.943,3,ENPP7P2
ENSG00000272690,1.268,3,LINC02018
ENSG00000283175,1.973,3,
ENSG00000127241,5.276,3,MASP1
ENSG00000182923,2.943,3,CEP63
ENSG00000243295,0.681,3,
ENSG00000243903,0.696,3,
ENSG00000242545,0.698,3,
ENSG00000181449,2.512,3,SOX2
ENSG00000235294,0.805,3,RPL7AP25
ENSG00000205981,1.416,3,DNAJC19
ENSG00000241231,0.865,3,
ENSG00000242808,0.796,3,SOX2-OT
ENSG00000241804,0.553,3,
ENSG00000225673,0.59,3,
ENSG00000189283,1.033,3,FHIT
ENSG00000187288,1.277,3,CIDEC
ENSG00000232407,0.495,3,PPIAP70
ENSG00000244183,0.493,3,PPIAP71
ENSG00000240097,1.258,3,
ENSG00000129055,1.84,3,ANAPC13
ENSG00000249691,0.883,3,
ENSG00000239381,0.772,3,
ENSG00000237806,0.401,3,FAUP2
ENSG00000242140,0.231,3,
ENSG00000214073,0.475,3,RPL21P17
ENSG00000225044,0.357,3,
ENSG00000171135,1.675,3,JAGN1
ENSG00000243794,0.21,3,SNRPCP10
ENSG00000244674,0.781,3,RPS3AP15
ENSG00000272710,0.201,3,
ENSG00000239383,0.352,3,
ENSG00000244222,1.022,3,OR7E121P
ENSG00000172971,0.687,3,UNC93B3
ENSG00000152642,0.594,3,GPD1L
ENSG00000236732,0.472,3,
ENSG00000237433,0.881,3,RPSAP11
ENSG00000261572,1.891,3,
ENSG00000170293,0.996,3,CMTM8
ENSG00000234737,1.291,3,KRT18P15
ENSG00000270377,0.172,3,
ENSG00000236930,0.474,3,
ENSG00000163818,4.026,3,LZTFL1
ENSG00000134107,3.473,3,BHLHE40
ENSG00000226360,0.652,3,RPL10AP6
ENSG00000237456,0.405,3,
ENSG00000241472,0.352,3,PTPRG-AS1
ENSG00000235831,2.355,3,BHLHE40-AS1
ENSG00000114405,0.631,3,C3orf14
ENSG00000153551,2.038,3,CMTM7
ENSG00000144724,3.011,3,PTPRG
ENSG00000285788,0.716,3,
ENSG00000173585,2.527,3,CCR9
ENSG00000091317,3.307,3,CMTM6
ENSG00000163558,4.887,3,PRKCI
ENSG00000136514,1.501,3,RTP4
ENSG00000280270,1.749,3,
ENSG00000228952,0.246,3,LINC02041
ENSG00000157103,4.343,3,SLC6A1
ENSG00000261763,3.945,3,
ENSG00000250543,0.607,3,
ENSG00000250161,0.334,3,TRMT112P5
ENSG00000251471,0.539,3,
ENSG00000157005,0.607,3,SST
ENSG00000243508,0.713,3,
ENSG00000229048,0.47,3,DUTP1
ENSG00000163848,9.651,3,ZNF148
ENSG00000228804,0.672,3,
ENSG00000240405,1.657,3,SAMMSON
ENSG00000285938,1.144,3,
ENSG00000113916,3.306,3,BCL6
ENSG00000271034,1.54,3,
ENSG00000242728,0.272,3,UQCRHP4
ENSG00000242120,0.778,3,MDFIC2
ENSG00000230398,0.481,3,HINT2P1
ENSG00000225310,0.345,3,DNAJC19P4
ENSG00000091181,2.514,3,IL5RA
ENSG00000136059,2.97,3,VILL
ENSG00000198471,1.346,3,RTP2
ENSG00000114686,1.708,3,MRPL3
ENSG00000244009,0.806,3,B3GAT3P1
ENSG00000248710,3.36,3,
ENSG00000113810,0.708,3,SMC4
ENSG00000114739,11.782,3,ACVR2B
ENSG00000233276,0.899,3,GPX1
ENSG00000163681,0.556,3,SLMAP
ENSG00000229589,2.517,3,ACVR2B-AS1
ENSG00000234123,1.941,3,RHBDF1P1
ENSG00000283392,1.62,3,
ENSG00000235629,0.446,3,
ENSG00000236138,1.255,3,DUX4L26
ENSG00000243422,1.138,3,RPL23AP49
ENSG00000172969,2.078,3,FRG2C
ENSG00000282912,0.29,3,
ENSG00000241622,0.481,3,RARRES2P1
ENSG00000282511,0.98,3,CLUHP10
ENSG00000241532,1.213,3,AGGF1P3
ENSG00000230182,0.369,3,RNF10P1
ENSG00000239628,0.469,3,
ENSG00000156983,4.304,3,BRPF1
ENSG00000198836,6.328,3,OPA1
ENSG00000248468,0.575,3,
ENSG00000248530,0.733,3,BCL2L12P1
ENSG00000144619,0.658,3,CNTN4
ENSG00000232287,0.584,3,SLC6A1-AS1
ENSG00000224082,2.112,3,UBTFL8
ENSG00000270772,1.07,3,PDHA1P1
ENSG00000180044,2.718,3,C3orf80
ENSG00000068885,3.999,3,IFT80
ENSG00000182899,1.444,3,RPL35A
ENSG00000136603,0.554,3,SKIL
ENSG00000237566,0.235,3,
ENSG00000227588,0.426,3,CNTN4-AS2
ENSG00000242516,1.333,3,LINC00960
ENSG00000237990,1.64,3,CNTN4-AS1
ENSG00000227124,1.577,3,ZNF717
ENSG00000114473,2.232,3,IQCG
ENSG00000145022,2.146,3,TCTA
ENSG00000235908,0.517,3,RHOA-IT1
ENSG00000067560,1.805,3,RHOA
ENSG00000243687,0.331,3,
ENSG00000213186,3.824,3,TRIM59
ENSG00000249290,0.794,3,
ENSG00000250433,2.693,3,CLSTN2-AS1
ENSG00000158258,14.202,3,CLSTN2
ENSG00000251058,0.482,3,
ENSG00000153266,2.001,3,FEZF2
ENSG00000240156,0.228,3,COX6CP6
ENSG00000134108,2.933,3,ARL8B
ENSG00000134109,0.978,3,EDEM1
ENSG00000233912,0.672,3,
ENSG00000268509,1.127,3,
ENSG00000249305,0.144,3,
ENSG00000229453,0.444,3,SPINK8
ENSG00000164049,1.647,3,FBXW12
ENSG00000155890,2.514,3,TRIM42
ENSG00000261826,2.709,3,
ENSG00000224085,0.458,3,RPL23AP41
ENSG00000230944,0.585,3,
ENSG00000229642,0.467,3,
ENSG00000232958,0.241,3,
ENSG00000226022,0.299,3,
ENSG00000242578,0.664,3,
ENSG00000270207,4.21,3,
ENSG00000189229,1.083,3,
ENSG00000236202,0.43,3,GRM7-AS1
ENSG00000237665,0.52,3,GRM7-AS2
ENSG00000226258,0.947,3,GRM7-AS3
ENSG00000174611,2.422,3,KY
ENSG00000223719,0.432,3,
ENSG00000236152,0.307,3,MRPS36P1
ENSG00000196277,0.579,3,GRM7
ENSG00000163701,0.572,3,IL17RE
ENSG00000196353,2.312,3,CPNE4
ENSG00000248773,0.393,3,
ENSG00000114120,4.638,3,SLC25A36
ENSG00000154928,0.487,3,EPHB1
ENSG00000163820,4.317,3,FYCO1
ENSG00000213174,0.414,3,
ENSG00000241416,1.01,3,KRT8P13
ENSG00000285051,1.7,3,SLC7A14-AS1
ENSG00000244738,3.097,3,
ENSG00000239739,0.263,3,
ENSG00000013293,10.14,3,SLC7A14
ENSG00000243873,0.576,3,HMGB1P36
ENSG00000285218,1.139,3,
ENSG00000013297,2.169,3,CLDN11
ENSG00000240086,2.592,3,
ENSG00000213509,0.487,3,PPIAP16
ENSG00000213849,0.371,3,
ENSG00000172215,2.242,3,CXCR6
ENSG00000251447,0.115,3,
ENSG00000242899,0.738,3,RPL7P16
ENSG00000240854,1.31,3,
ENSG00000240809,1.411,3,
ENSG00000185008,5.919,3,ROBO2
ENSG00000164068,4.255,3,RNF123
ENSG00000213450,0.847,3,VDAC1P7
ENSG00000232439,0.524,3,RPL18AP7
ENSG00000157036,1.467,3,EXOG
ENSG00000173540,6.108,3,GMPPB
ENSG00000254999,1.15,3,BRK1
ENSG00000134086,3.737,3,VHL
ENSG00000239805,0.36,3,
ENSG00000213155,0.49,3,
ENSG00000230683,0.383,3,DDTP1
ENSG00000176020,2.862,3,AMIGO3
ENSG00000134070,3.431,3,IRAK2
ENSG00000226933,0.861,3,NRBF2P2
ENSG00000173578,5.281,3,XCR1
ENSG00000229515,1.32,3,FLT1P1
ENSG00000144635,2.485,3,DYNC1LI1
ENSG00000196639,2.08,3,HRH1
ENSG00000285906,0.996,3,
ENSG00000213964,0.327,3,CHCHD4P4
ENSG00000183625,2,3,CCR3
ENSG00000014257,3.174,3,ACPP
ENSG00000164050,7.178,3,PLXNB1
ENSG00000163823,2.646,3,CCR1
ENSG00000236736,1.332,3,UQCRC2P1
ENSG00000242512,9.58,3,LINC01206
ENSG00000121807,2.386,3,CCR2
ENSG00000160791,3.45,3,CCR5
ENSG00000223552,0.656,3,
ENSG00000225662,0.61,3,
ENSG00000163618,5.507,3,CADPS
ENSG00000242659,0.303,3,
ENSG00000114573,4.575,3,ATP6V1A
ENSG00000224049,0.608,3,
ENSG00000163584,1.902,3,RPL22L1
ENSG00000236864,0.153,3,
ENSG00000224187,0.428,3,LINC01991
ENSG00000230807,0.371,3,
ENSG00000232167,0.042,3,
ENSG00000223968,0.255,3,
ENSG00000271943,0.745,3,
ENSG00000236412,1.008,3,
ENSG00000225058,0.427,3,
ENSG00000234238,0.696,3,
ENSG00000279891,2.27,3,
ENSG00000224563,0.494,3,LPP-AS1
ENSG00000270959,2.852,3,LPP-AS2
ENSG00000145012,5.835,3,LPP
ENSG00000224855,0.492,3,OPA1-AS1
ENSG00000231177,1.328,3,LINC00852
ENSG00000157020,0.393,3,SEC13
ENSG00000163577,5.534,3,EIF5A2
ENSG00000240704,1.048,3,KLF7P1
ENSG00000175093,2.963,3,SPSB4
ENSG00000251270,0.392,3,
ENSG00000157017,1.425,3,GHRL
ENSG00000121797,1.7,3,CCRL2
ENSG00000240890,2.247,3,
ENSG00000213264,0.544,3,NIP7P2
ENSG00000214021,0.549,3,TTLL3
ENSG00000240288,0.921,3,GHRLOS
ENSG00000272410,2.27,3,
ENSG00000157014,5.342,3,TATDN2
ENSG00000138246,7.754,3,DNAJC13
